SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:56;;;;;;;;
Projet;_Forest resources database;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Calculation: ;Analyser;;;;;;;;;;;;
Results: ;Inventaire;;;;;;;;;;;;
Product: ;1 ha _Oak forest rack making by gyratory crusher, in forest/FR U (of project _Forest resources database);;;;;;;;;;;;
Méthode: ;;;;;;;;;;;;;
Indicateur: ;Inventaire;;;;;;;;;;;;
Unité: ;?;;;;;;;;;;;;
Compartiment: ;Tous les compartiments;;;;;;;;;;;;
Per sub-compartment: ;Oui;;;;;;;;;;;;
Default units: ;Non;;;;;;;;;;;;
Exclure les processus d'infrastructure: ;Non;;;;;;;;;;;;
Exclure les émissions à long terme: ;Oui;;;;;;;;;;;;
Sorted on item: ;Substance;;;;;;;;;;;;
Sort order: ;Croissant;;;;;;;;;;;;
;;;;;;;;;;;;;
N°;Substance;Compartiment;Sous-compartiment;Unité;Total;_Oak forest rack making by gyratory crusher, in forest/FR U;Operation, lorry 3.5-16t, fleet average/RER S;Operation, passenger car, diesel, fleet average/RER S;Diesel, at regional storage/RER S;_Tillage, ploughing/CH U_Air emissions of tractor diesel combustion, in forest/FR U;_Tillage, ploughing/CH U_Soil emissions from tyre abrasion of tractor, in forest/FR U;Tractor, production/CH/I S;Agricultural machinery, general, production/CH/I S
1073;Transformation, from dump site, residual material landfill;Brut;land;m2;0.000193171;x;3.9751E-07;4.0518E-07;1.2436E-05;x;x;6.04774E-05;0.000119455
1074;Transformation, from dump site, sanitary landfill;Brut;land;m2;1.4488E-06;x;2.2489E-08;2.2922E-08;7.82669E-07;x;x;4.30824E-07;1.89899E-07
1075;Transformation, from dump site, slag compartment;Brut;land;m2;3.46781E-07;x;4.1521E-09;4.2322E-09;8.79508E-08;x;x;1.80816E-07;6.96303E-08
1076;Transformation, from forest;Brut;land;m2;0.053287915;x;0.0012799;0.0013046;0.04666662;x;x;0.002545325;0.00149147
1077;Transformation, from forest, extensive;Brut;land;m2;0.004607073;x;0.000018983;1.93488E-05;0.000524979;x;x;0.002090718;0.001953045
1078;Transformation, from forest, intensive, clear-cutting;Brut;land;m2;2.71707E-05;x;6.384E-07;6.507E-07;2.12992E-05;x;x;3.29152E-06;1.29086E-06
1079;Transformation, from industrial area;Brut;land;m2;5.22994E-05;x;6.4413E-07;6.5654E-07;1.91633E-05;x;x;1.5113E-05;1.67225E-05
1080;Transformation, from industrial area, benthos;Brut;land;m2;5.99597E-08;x;2.9379E-10;2.9946E-10;8.93791E-09;x;x;2.28121E-08;2.76164E-08
1081;Transformation, from industrial area, built up;Brut;land;m2;2.17918E-07;x;3.9757E-09;4.0524E-09;1.42011E-07;x;x;3.34452E-08;3.44329E-08
1082;Transformation, from industrial area, vegetation;Brut;land;m2;3.71737E-07;x;6.7821E-09;6.9128E-09;2.4225E-07;x;x;5.70545E-08;5.87375E-08
1083;Transformation, from mineral extraction site;Brut;land;m2;0.000299921;x;2.2018E-06;2.2442E-06;6.0855E-05;x;x;0.000132067;0.000102553
1084;Transformation, from pasture and meadow;Brut;land;m2;0.000590965;x;2.7192E-06;2.7716E-06;6.93038E-05;x;x;0.000202818;0.000313353
1085;Transformation, from pasture and meadow, intensive;Brut;land;m2;4.36224E-05;x;3.4697E-08;3.5366E-08;3.14473E-07;x;x;1.50657E-05;2.81722E-05
1086;Transformation, from sea and ocean;Brut;land;m2;0.015551114;x;0.00031787;0.000324;0.013578692;x;x;0.000798048;0.000532504
1087;Transformation, from shrub land, sclerophyllous;Brut;land;m2;0.000395351;x;1.4883E-06;1.51696E-06;3.58263E-05;x;x;0.000143703;0.000212817
1088;Transformation, from tropical rain forest;Brut;land;m2;2.71707E-05;x;6.384E-07;6.507E-07;2.12992E-05;x;x;3.29152E-06;1.29086E-06
1089;Transformation, from unknown;Brut;land;m2;0.004019165;x;0.000061309;0.00006249;0.001230924;x;x;0.001041141;0.001623301
1090;Transformation, to arable;Brut;land;m2;0.000288965;x;2.0209E-06;2.0598E-06;6.18411E-05;x;x;0.000117349;0.000105694
1091;Transformation, to arable, non-irrigated;Brut;land;m2;0.053496157;x;0.000042552;0.000043372;0.000385683;x;x;0.0184758;0.03454875
1092;Transformation, to arable, non-irrigated, fallow;Brut;land;m2;1.49652E-05;x;2.256E-08;2.2994E-08;4.58443E-07;x;x;1.32273E-05;1.23395E-06
1093;Transformation, to dump site;Brut;land;m2;0.000477934;x;1.2896E-06;1.3145E-06;3.8054E-05;x;x;0.000180299;0.000256976
1094;Transformation, to dump site, benthos;Brut;land;m2;0.015545619;x;0.00031774;0.00032386;0.013574434;x;x;0.000797451;0.000532134
1095;Transformation, to dump site, inert material landfill;Brut;land;m2;5.96765E-05;x;5.4984E-07;5.6044E-07;9.34741E-06;x;x;2.06985E-05;2.85203E-05
1096;Transformation, to dump site, residual material landfill;Brut;land;m2;0.000193173;x;3.9751E-07;4.0518E-07;1.2436E-05;x;x;6.04796E-05;0.000119455
1097;Transformation, to dump site, sanitary landfill;Brut;land;m2;1.4488E-06;x;2.2489E-08;2.2922E-08;7.82669E-07;x;x;4.30824E-07;1.89899E-07
1098;Transformation, to dump site, slag compartment;Brut;land;m2;3.46781E-07;x;4.1521E-09;4.2322E-09;8.79508E-08;x;x;1.80816E-07;6.96303E-08
1099;Transformation, to forest;Brut;land;m2;0.000314502;x;0.000001528;1.55748E-06;3.41916E-05;x;x;0.000108771;0.000168454
1100;Transformation, to forest, intensive;Brut;land;m2;0.000316796;x;3.5165E-07;3.5842E-07;7.24487E-06;x;x;0.000281585;2.72564E-05
1101;Transformation, to forest, intensive, clear-cutting;Brut;land;m2;2.71707E-05;x;6.384E-07;6.507E-07;2.12992E-05;x;x;3.29152E-06;1.29086E-06
1102;Transformation, to forest, intensive, normal;Brut;land;m2;0.00421786;x;0.000018078;0.000018426;0.000500475;x;x;0.001775566;0.001905315
1103;Transformation, to forest, intensive, short-cycle;Brut;land;m2;2.71707E-05;x;6.384E-07;6.507E-07;2.12992E-05;x;x;3.29152E-06;1.29086E-06
1104;Transformation, to heterogeneous, agricultural;Brut;land;m2;0.002484428;x;0.000061302;0.000062484;0.00216809;x;x;0.000121779;7.07736E-05
1105;Transformation, to industrial area;Brut;land;m2;0.000655155;x;3.1557E-06;3.2166E-06;9.26748E-05;x;x;0.000198359;0.000357749
1106;Transformation, to industrial area, benthos;Brut;land;m2;5.7803E-06;x;1.3007E-07;1.32576E-07;4.53235E-06;x;x;5.92363E-07;3.9294E-07
1107;Transformation, to industrial area, built up;Brut;land;m2;0.000511712;x;4.7823E-06;4.8744E-06;0.000130434;x;x;0.000167067;0.000204555
1108;Transformation, to industrial area, vegetation;Brut;land;m2;0.000202132;x;0.000003235;3.2974E-06;8.5117E-05;x;x;5.07608E-05;5.97217E-05
1109;Transformation, to mineral extraction site;Brut;land;m2;0.051898776;x;0.0012257;0.00124936;0.04466826;x;x;0.002767483;0.001987973
1110;Transformation, to pasture and meadow;Brut;land;m2;1.15892E-05;x;9.085E-08;9.26E-08;2.98647E-06;x;x;3.84758E-06;4.57172E-06
1111;Transformation, to permanent crop, fruit, intensive;Brut;land;m2;1.55509E-05;x;3.6222E-07;3.692E-07;1.20717E-05;x;x;2.05777E-06;6.90013E-07
1112;Transformation, to sea and ocean;Brut;land;m2;5.99597E-08;x;2.9379E-10;2.9946E-10;8.93791E-09;x;x;2.28121E-08;2.76164E-08
1113;Transformation, to shrub land, sclerophyllous;Brut;land;m2;0.000254642;x;9.7399E-07;9.9276E-07;2.26539E-05;x;x;8.17878E-05;0.000148233
1114;Transformation, to traffic area, rail embankment;Brut;land;m2;1.41972E-05;x;3.7798E-07;3.8526E-07;2.93969E-06;x;x;4.04037E-06;6.45391E-06
1115;Transformation, to traffic area, rail network;Brut;land;m2;1.56053E-05;x;4.1546E-07;4.2346E-07;3.23122E-06;x;x;4.44118E-06;7.09401E-06
1116;Transformation, to traffic area, road embankment;Brut;land;m2;4.98884E-05;x;3.474E-07;3.541E-07;5.76609E-06;x;x;2.32052E-05;2.02157E-05
1117;Transformation, to traffic area, road network;Brut;land;m2;0.000816753;x;0.000025449;0.00002594;0.000558296;x;x;8.63745E-05;0.000120694
1118;Transformation, to unknown;Brut;land;m2;8.61061E-05;x;7.8315E-07;7.9824E-07;2.19662E-05;x;x;2.59192E-05;3.66393E-05
1119;Transformation, to urban, discontinuously built;Brut;land;m2;4.8901E-07;x;2.1627E-09;2.2044E-09;6.82587E-08;x;x;1.5391E-07;2.62474E-07
1120;Transformation, to water bodies, artificial;Brut;land;m2;0.000256746;x;3.6696E-06;3.7404E-06;9.89811E-05;x;x;6.99092E-05;8.04454E-05
1121;Transformation, to water courses, artificial;Brut;land;m2;0.0004174;x;0.000013495;1.37548E-05;9.68975E-05;x;x;0.000142027;0.000151226
1122;Tributyltin compounds;Eau;ocean;kg;3.0895E-06;x;6.7316E-08;6.8614E-08;2.23495E-06;x;x;3.05435E-07;4.13179E-07
1123;Triethylene glycol;Eau;ocean;kg;1.09095E-06;x;5.492E-09;5.5978E-09;1.67482E-07;x;x;4.13135E-07;4.99241E-07
1124;Trimethylamine;Air;high. pop.;kg;5.35744E-12;x;4.2844E-15;4.367E-15;3.87453E-14;x;x;1.81362E-12;3.49643E-12
1125;Trimethylamine;Eau;river;kg;1.2858E-11;x;1.0282E-14;1.04806E-14;9.2986E-14;x;x;4.35263E-12;8.3916E-12
1126;Tungsten;Air;low. pop.;kg;1.84475E-10;x;1.1265E-12;1.14818E-12;3.03623E-11;x;x;7.14595E-11;8.03788E-11
1127;Tungsten;Eau;groundwater;kg;1.71668E-06;x;6.8392E-09;6.971E-09;2.01264E-07;x;x;1.04191E-06;4.59688E-07
1128;Tungsten;Eau;river;kg;2.74035E-07;x;2.3583E-09;2.4038E-09;7.33529E-08;x;x;9.28163E-08;1.03104E-07
1129;Ulexite;Brut;in ground;kg;1.97596E-06;x;2.5127E-08;2.5612E-08;7.75724E-07;x;x;5.70965E-07;5.78532E-07
1130;Uranium;Brut;in ground;kg;0.000254232;x;1.5374E-06;1.56704E-06;4.14217E-05;x;x;9.98233E-05;0.000109883
1131;Uranium;Air;high. pop.;kg;3.3588E-08;x;1.7932E-11;1.82772E-11;4.99328E-10;x;x;1.18422E-08;2.12103E-08
1132;Uranium;Air;low. pop.;kg;5.78346E-09;x;7.3615E-12;7.5034E-12;2.10329E-10;x;x;1.69214E-09;3.86613E-09
1133;Uranium-234;Air;low. pop.;Bq;0.727070233;x;0.0045386;0.004626;0.123669;x;x;0.279795833;0.3144408
1134;Uranium-234;Eau;river;Bq;1.366494652;x;0.0083442;0.008505;0.224903952;x;x;0.5293375;0.595404
1135;Uranium-235;Air;low. pop.;Bq;0.034845201;x;0.00021278;0.00021688;0.005734966;x;x;0.013497996;0.01518258
1136;Uranium-235;Eau;river;Bq;2.254689513;x;0.013768;0.0140334;0.37110528;x;x;0.873395833;0.982387
1137;Uranium-238;Air;;Bq;7.73058E-10;x;4.0531E-12;4.1312E-12;1.03446E-10;x;x;3.13605E-10;3.47822E-10
1138;Uranium-238;Air;high. pop.;Bq;0.132786425;x;0.000070922;0.000072288;0.001974281;x;x;0.046834333;0.0838346
1139;Uranium-238;Air;low. pop.;Bq;0.918062299;x;0.0067831;0.0069138;0.193552632;x;x;0.343484167;0.3673286
1140;Uranium-238;Eau;groundwater;Bq;0.00075628;x;0.000013798;0.000014064;0.000492841;x;x;0.000116074;0.000119503
1141;Uranium-238;Eau;ocean;Bq;0.937272098;x;0.016325;0.0166398;0.58194864;x;x;0.152284458;0.1700742
1142;Uranium-238;Eau;river;Bq;3.679835507;x;0.023743;0.0242;0.65139984;x;x;1.417131667;1.563361
1143;Uranium alpha;Air;low. pop.;Bq;3.355781317;x;0.020497;0.020892;0.5524974;x;x;1.299802917;1.462092
1144;Uranium alpha;Eau;river;Bq;65.604106;x;0.40061;0.40832;10.797696;x;x;25.4135;28.58398
1145;Urea;Eau;river;kg;4.51082E-11;x;4.2617E-14;4.3438E-14;6.86322E-13;x;x;2.41901E-11;2.01458E-11
1146;Vanadium;Air;;kg;2.86015E-07;x;3.9065E-10;3.9818E-10;1.0969E-08;x;x;8.33116E-08;1.90946E-07
1147;Vanadium;Air;high. pop.;kg;5.43556E-05;x;1.2126E-06;1.23594E-06;3.79426E-05;x;x;7.9012E-06;6.06319E-06
1148;Vanadium;Air;low. pop.;kg;5.08928E-07;x;3.6983E-09;3.7696E-09;1.13972E-07;x;x;2.02714E-07;1.84774E-07
1149;Vanadium;Sol;agricultural;kg;1.06524E-08;x;1.1343E-10;1.15614E-10;3.44078E-09;x;x;3.35667E-09;3.62593E-09
1150;Vanadium, ion;Eau;;kg;4.31609E-10;x;2.3598E-13;2.4054E-13;5.07682E-12;x;x;3.54327E-10;7.17282E-11
1151;Vanadium, ion;Eau;groundwater;kg;3.98386E-07;x;3.1702E-09;3.2312E-09;9.46535E-08;x;x;1.52806E-07;1.44526E-07
1152;Vanadium, ion;Eau;ocean;kg;5.31844E-07;x;1.1115E-08;1.13296E-08;4.75708E-07;x;x;2.21496E-08;1.15414E-08
1153;Vanadium, ion;Eau;river;kg;2.30297E-06;x;2.7151E-08;2.7674E-08;6.35315E-07;x;x;8.4811E-07;7.64716E-07
1154;Vermiculite;Brut;in ground;kg;7.0954E-07;x;7.0414E-09;7.1772E-09;1.80318E-07;x;x;1.9158E-07;3.23424E-07
1155;VOC, volatile organic compounds, unspecified origin;Eau;ocean;kg;0.000304627;x;6.3677E-06;6.4904E-06;0.000272534;x;x;1.26621E-05;6.57305E-06
1156;VOC, volatile organic compounds, unspecified origin;Eau;river;kg;0.000635388;x;0.000019612;1.99896E-05;0.000538542;x;x;3.69874E-05;2.02579E-05
1157;Volume occupied, final repository for low-active radioactive waste;Brut;in ground;m3;5.16841E-07;x;3.1628E-09;3.2238E-09;8.52972E-08;x;x;1.99987E-07;2.25171E-07
1158;Volume occupied, final repository for radioactive waste;Brut;in ground;m3;1.17897E-07;x;7.8068E-10;7.9572E-10;2.15525E-08;x;x;4.48667E-08;4.99019E-08
1159;Volume occupied, reservoir;Brut;in water;m3y;0.495914782;x;0.0020916;0.0021318;0.049162932;x;x;0.21256975;0.2299587
1160;Volume occupied, underground deposit;Brut;in ground;m3;1.77769E-06;x;1.0437E-08;1.06382E-08;3.88828E-07;x;x;8.31769E-07;5.36019E-07
1161;Water;Air;;kg;0.003758372;x;6.7969E-06;0.000006928;0.000192308;x;x;0.001700638;0.001851702
1162;Water;Air;high. pop.;kg;1.27899E-07;x;1.0121E-09;1.03158E-09;2.85068E-08;x;x;4.61409E-08;5.1208E-08
1163;Water;Air;low. pop.;kg;8.92168E-08;x;1.1777E-09;1.20036E-09;3.09117E-08;x;x;4.10176E-08;1.49095E-08
1164;Water;Air;stratosphere + troposphere;kg;5.42197E-07;x;7.157E-09;7.295E-09;1.87859E-07;x;x;2.49277E-07;9.06093E-08
1165;Water, cooling, unspecified natural origin/m3;Brut;in water;m3;0.498475373;x;0.0083762;0.0085376;0.24108084;x;x;0.151562333;0.0889184
1166;Water, lake;Brut;in water;m3;0.000747074;x;7.2192E-06;7.3584E-06;0.000189929;x;x;0.00020216;0.000340407
1167;Water, river;Brut;in water;m3;0.14007832;x;0.0015398;0.00156948;0.044167032;x;x;0.044946208;0.0478558
1168;Water, salt, ocean;Brut;in water;m3;0.02462078;x;0.00035789;0.0003648;0.014002934;x;x;0.004911996;0.00498316
1169;Water, salt, sole;Brut;in water;m3;0.033181974;x;0.00087418;0.00089104;0.028824214;x;x;0.00168741;0.000905131
1170;Water, turbine use, unspecified natural origin;Brut;in water;m3;230.2098644;x;0.86303;0.87966;22.2420744;x;x;100.912;105.3131
1171;Water, unspecified natural origin/m3;Brut;in water;m3;0.198152689;x;0.0036259;0.0036958;0.092730456;x;x;0.036658333;0.0614422
1172;Water, well, in ground;Brut;in water;m3;0.025193451;x;0.00021364;0.00021776;0.006619158;x;x;0.009087513;0.00905538
1173;Wood, hard, standing;Brut;biotic;m3;0.000151534;x;8.5451E-07;8.7098E-07;2.57238E-05;x;x;6.6579E-05;5.75054E-05
1174;Wood, primary forest, standing;Brut;biotic;m3;2.81335E-07;x;6.6102E-09;6.7376E-09;2.2054E-07;x;x;3.40812E-08;1.33659E-08
1175;Wood, soft, standing;Brut;biotic;m3;0.000269827;x;2.1367E-06;2.1778E-06;6.20147E-05;x;x;0.000124817;7.86805E-05
1176;Wood, unspecified, standing/m3;Brut;biotic;m3;5.30082E-09;x;3.8593E-11;3.9338E-11;1.11607E-09;x;x;3.17779E-09;9.29033E-10
1177;Xenon-131m;Air;low. pop.;Bq;68.66265335;x;0.17348;0.176826;2.59190568;x;x;29.63804167;36.0824
1178;Xenon-133;Air;low. pop.;Bq;2487.998765;x;5.953;6.0678;82.168632;x;x;1078.903333;1314.906
1179;Xenon-133m;Air;low. pop.;Bq;3.02927972;x;0.014605;0.014886;0.35944272;x;x;1.203895;1.436451
1180;Xenon-135;Air;low. pop.;Bq;996.9089993;x;2.4076;2.454;33.713316;x;x;431.9720833;526.362
1181;Xenon-135m;Air;low. pop.;Bq;625.6273905;x;1.4737;1.50212;19.8433872;x;x;271.6470833;331.1611
1182;Xenon-137;Air;low. pop.;Bq;19.22014261;x;0.038665;0.03941;0.37654344;x;x;8.444004167;10.32152
1183;Xenon-138;Air;low. pop.;Bq;144.5112944;x;0.30536;0.31124;3.3477444;x;x;63.26875;77.2782
1184;Xylene;Air;;kg;1.24004E-05;x;1.7406E-07;9.4566E-06;2.94417E-07;x;x;1.1007E-06;1.37459E-06
1185;Xylene;Air;high. pop.;kg;0.000226244;x;7.2597E-06;7.3996E-06;0.00019294;x;x;1.13042E-05;7.34006E-06
1186;Xylene;Air;low. pop.;kg;5.0794E-05;x;6.382E-07;6.505E-07;1.95187E-05;x;x;1.57819E-05;1.42047E-05
1187;Xylene;Eau;;kg;1.27175E-08;x;6.9536E-12;7.0876E-12;1.49595E-10;x;x;1.04403E-08;2.11351E-09
1188;Xylene;Eau;ocean;kg;0.000102796;x;2.1487E-06;2.1902E-06;9.19606E-05;x;x;4.27533E-06;2.22137E-06
1189;Xylene;Eau;river;kg;0.000171024;x;5.3103E-06;5.4126E-06;0.000145428;x;x;9.70982E-06;5.16298E-06
1190;Zinc;Brut;in ground;kg;0.052986249;x;0.000030953;0.00003155;0.000725536;x;x;0.04074375;0.01145446
1191;Zinc;Air;;kg;3.70936E-05;x;0.000007423;0.000004241;3.46142E-06;x;x;4.88638E-06;1.70818E-05
1192;Zinc;Air;high. pop.;kg;4.69619E-06;x;7.8154E-08;7.966E-08;2.13179E-06;x;x;1.81717E-06;5.8941E-07
1193;Zinc;Air;low. pop.;kg;0.000177013;x;1.2424E-07;1.2663E-07;3.23679E-06;0.00003276;x;8.82958E-05;5.24697E-05
1194;Zinc;Air;stratosphere + troposphere;kg;4.3727E-13;x;5.7719E-15;5.8832E-15;1.51502E-13;x;x;2.01038E-13;7.3075E-14
1195;Zinc;Sol;;kg;3.14676E-05;x;0.000022496;5.6088E-06;8.78132E-07;x;x;1.149E-06;1.33563E-06
1196;Zinc;Sol;agricultural;kg;0.00280092;x;1.2299E-08;1.25362E-08;3.49091E-07;x;0.0028;2.45346E-07;3.00544E-07
1197;Zinc;Sol;industrial;kg;1.84087E-05;x;4.4524E-07;4.5382E-07;1.61412E-05;x;x;8.68052E-07;5.00388E-07
1198;Zinc-65;Air;low. pop.;Bq;0.000153576;x;2.947E-07;3.0038E-07;2.50637E-06;x;x;6.76832E-05;8.27912E-05
1199;Zinc-65;Eau;river;Bq;0.378893225;x;0.00072707;0.00074108;0.00618345;x;x;0.166983125;0.2042585
1200;Zinc, ion;Eau;;kg;4.38944E-05;x;0.000022515;5.6282E-06;1.43538E-06;x;x;4.75388E-06;9.56191E-06
1201;Zinc, ion;Eau;groundwater;kg;8.55919E-06;x;2.1471E-08;2.1884E-08;6.08255E-07;x;x;4.9555E-06;2.95208E-06
1202;Zinc, ion;Eau;lake;kg;1.91363E-13;x;1.6979E-15;1.7306E-15;1.82519E-14;x;x;1.26999E-13;4.26832E-14
1203;Zinc, ion;Eau;ocean;kg;0.00052827;x;0.000010867;1.10762E-05;0.000462375;x;x;2.66259E-05;1.73264E-05
1204;Zinc, ion;Eau;river;kg;0.000141094;x;4.0861E-06;4.1648E-06;0.000111702;x;x;1.48802E-05;6.26151E-06
1205;Zirconium;Brut;in ground;kg;1.39641E-07;x;1.2415E-09;1.26544E-09;1.29782E-08;x;x;9.34832E-08;3.06723E-08
1206;Zirconium;Air;low. pop.;kg;1.40148E-07;x;1.7839E-10;1.81828E-10;5.0968E-09;x;x;4.10065E-08;9.3684E-08
1207;Zirconium-95;Air;low. pop.;Bq;0.000150115;x;2.8806E-07;2.9362E-07;2.44989E-06;x;x;6.61573E-05;8.09264E-05
1208;Zirconium-95;Eau;river;Bq;0.004387687;x;8.4197E-06;0.000008582;7.16068E-05;x;x;0.001933705;0.002365373
